# wavelength [um] / Flux [counts] / flux error
  0.300000 1.940778e+02 4.000000e+01 
  0.305000 2.638768e+02 4.000000e+01 
  0.310000 2.118430e+02 4.000000e+01 
  0.315000 2.824351e+02 4.000000e+01 
  0.320000 2.901507e+02 4.000000e+01 
  0.325000 2.573547e+02 4.000000e+01 
  0.330000 4.513958e+02 4.000000e+01 
  0.335000 3.526717e+02 4.000000e+01 
  0.340000 3.685525e+02 4.000000e+01 
  0.345000 3.174761e+02 4.000000e+01 
  0.350000 3.346243e+02 4.000000e+01 
  0.355000 3.895173e+02 4.000000e+01 
  0.360000 3.648899e+02 4.000000e+01 
  0.365000 3.766396e+02 4.000000e+01 
  0.370000 4.178862e+02 4.000000e+01 
  0.375000 3.337801e+02 4.000000e+01 
  0.380000 3.587929e+02 4.000000e+01 
  0.385000 3.072909e+02 4.000000e+01 
  0.390000 3.752436e+02 4.000000e+01 
  0.395000 3.799336e+02 4.000000e+01 
  0.400000 5.175621e+02 4.000000e+01 
  0.405000 4.859787e+02 4.000000e+01 
  0.410000 4.616635e+02 4.000000e+01 
  0.415000 4.964528e+02 4.000000e+01 
  0.420000 5.154938e+02 4.000000e+01 
  0.425000 5.068909e+02 4.000000e+01 
  0.430000 3.651851e+02 4.000000e+01 
  0.435000 4.820379e+02 4.000000e+01 
  0.440000 5.088705e+02 4.000000e+01 
  0.445000 5.645374e+02 4.000000e+01 
  0.450000 6.066248e+02 4.000000e+01 
  0.455000 5.438808e+02 4.000000e+01 
  0.460000 5.852885e+02 4.000000e+01 
  0.465000 5.706152e+02 4.000000e+01 
  0.470000 5.387547e+02 4.000000e+01 
  0.475000 6.015970e+02 4.000000e+01 
  0.480000 5.585369e+02 4.000000e+01 
  0.485000 5.301996e+02 4.000000e+01 
  0.490000 5.616237e+02 4.000000e+01 
  0.495000 5.730716e+02 4.000000e+01 
  0.500000 5.288032e+02 4.000000e+01 
  0.505000 5.196178e+02 4.000000e+01 
  0.510000 5.542509e+02 4.000000e+01 
  0.515000 5.283192e+02 4.000000e+01 
  0.520000 5.258598e+02 4.000000e+01 
  0.525000 5.613695e+02 4.000000e+01 
  0.530000 5.473649e+02 4.000000e+01 
  0.535000 5.453490e+02 4.000000e+01 
  0.540000 5.248502e+02 4.000000e+01 
  0.545000 5.369772e+02 4.000000e+01 
  0.550000 5.146833e+02 4.000000e+01 
  0.555000 5.676926e+02 4.000000e+01 
  0.560000 5.418748e+02 4.000000e+01 
  0.565000 4.986450e+02 4.000000e+01 
  0.570000 5.491625e+02 4.000000e+01 
  0.575000 5.544160e+02 4.000000e+01 
  0.580000 5.830376e+02 4.000000e+01 
  0.585000 5.745789e+02 4.000000e+01 
  0.590000 5.398051e+02 4.000000e+01 
  0.595000 5.279595e+02 4.000000e+01 
  0.600000 5.565275e+02 4.000000e+01 
  0.605000 5.563302e+02 4.000000e+01 
  0.610000 5.482050e+02 4.000000e+01 
  0.615000 5.466488e+02 4.000000e+01 
  0.620000 5.118389e+02 4.000000e+01 
  0.625000 4.877730e+02 4.000000e+01 
  0.630000 5.394143e+02 4.000000e+01 
  0.635000 5.130959e+02 4.000000e+01 
  0.640000 5.329550e+02 4.000000e+01 
  0.645000 4.952771e+02 4.000000e+01 
  0.650000 4.990723e+02 4.000000e+01 
  0.655000 4.863191e+02 4.000000e+01 
  0.660000 5.055548e+02 4.000000e+01 
  0.665000 4.954577e+02 4.000000e+01 
  0.670000 4.948227e+02 4.000000e+01 
  0.675000 4.866013e+02 4.000000e+01 
  0.680000 4.700081e+02 4.000000e+01 
  0.685000 4.641574e+02 4.000000e+01 
  0.690000 4.640708e+02 4.000000e+01 
  0.695000 4.586348e+02 4.000000e+01 
  0.700000 4.599131e+02 4.000000e+01 
  0.705000 4.734599e+02 4.000000e+01 
  0.710000 4.549995e+02 4.000000e+01 
  0.715000 4.308251e+02 4.000000e+01 
  0.720000 4.474298e+02 4.000000e+01 
  0.725000 4.454822e+02 4.000000e+01 
  0.730000 4.514796e+02 4.000000e+01 
  0.735000 4.446555e+02 4.000000e+01 
  0.740000 4.488841e+02 4.000000e+01 
  0.745000 4.349120e+02 4.000000e+01 
  0.750000 4.517326e+02 4.000000e+01 
  0.755000 4.463971e+02 4.000000e+01 
  0.760000 4.288549e+02 4.000000e+01 
  0.765000 4.117773e+02 4.000000e+01 
